travel_id,place_id,source_city,travel_mode,approx_cost,approx_duration_hours
3135,13,Wardha,Bike,1934,10.58
3136,13,Chandrapur,Bus,1390,5.54
3137,13,Chandrapur,Train,1888,9.49
3138,13,Chandrapur,Flight,5183,1.44
3139,13,Chandrapur,Own_Car,2264,6.97
3140,13,Chandrapur,Bike,1903,7.59
3141,13,Gondia,Bus,915,6.21
3142,13,Gondia,Train,1486,7.16
3143,13,Gondia,Flight,4097,1.69
3144,13,Gondia,Own_Car,2291,9.69
3145,13,Gondia,Bike,666,11.61
3146,13,Bhandara,Bus,928,9.18
3147,13,Bhandara,Train,1733,7.46
3148,13,Bhandara,Flight,3402,3.07
3149,13,Bhandara,Own_Car,4549,6.31
3150,13,Bhandara,Bike,1116,9.02
3151,13,Raigad,Bus,821,6.83
3152,13,Raigad,Train,1279,6.16
3153,13,Raigad,Flight,6786,2.84
3154,13,Raigad,Own_Car,2429,5.92
3155,13,Raigad,Bike,1338,8.88
3156,13,Palghar,Bus,1154,8.3
3157,13,Palghar,Train,1922,9.21
3158,13,Palghar,Flight,5752,2.02
3159,13,Palghar,Own_Car,4975,9.64
3160,13,Palghar,Bike,742,7.47
3161,13,Vasai,Bus,1571,7.36
3162,13,Vasai,Train,1412,7.95
3163,13,Vasai,Flight,5746,1.57
3164,13,Vasai,Own_Car,1515,4.31
3165,13,Vasai,Bike,819,6.9
3166,13,Virar,Bus,1415,8.27
3167,13,Virar,Train,643,7.61
3168,13,Virar,Flight,5832,1.98
3169,13,Virar,Own_Car,4608,6.64
3170,13,Virar,Bike,1398,8.58
3171,13,Panvel,Bus,1306,6.59
3172,13,Panvel,Train,1166,7.87
3173,13,Panvel,Flight,2532,2.46
3174,13,Panvel,Own_Car,4103,3.78
3175,13,Panvel,Bike,909,11.78
3176,13,Alibaug,Bus,1003,4.21
3177,13,Alibaug,Train,1225,8.23
3178,13,Alibaug,Flight,6172,1.93
3179,13,Alibaug,Own_Car,4125,4.66
3180,13,Alibaug,Bike,1634,8.82
3181,13,Shrirampur,Bus,1398,4.81
3182,13,Shrirampur,Train,409,6.77
3183,13,Shrirampur,Flight,2719,2.93
3184,13,Shrirampur,Own_Car,4074,7.2
3185,13,Shrirampur,Bike,1593,6.94
3186,13,Ahmednagar,Bus,1453,4.96
3187,13,Ahmednagar,Train,533,9.65
3188,13,Ahmednagar,Flight,5367,1.61
3189,13,Ahmednagar,Own_Car,4907,7.13
3190,13,Ahmednagar,Bike,880,9.09
3191,13,Baramati,Bus,1396,6.67
3192,13,Baramati,Train,434,7.31
3193,13,Baramati,Flight,6908,1.35
3194,13,Baramati,Own_Car,4803,6.48
3195,13,Baramati,Bike,808,7.41
3196,13,Karad,Bus,1362,5.93
3197,13,Karad,Train,1609,4.97
3198,13,Karad,Flight,5764,1.36
3199,13,Karad,Own_Car,3836,5.73
3200,13,Karad,Bike,688,10.02
3201,13,Miraj,Bus,1347,4.08
3202,13,Miraj,Train,1089,9.25
3203,13,Miraj,Flight,6906,2.11
3204,13,Miraj,Own_Car,3220,5.93
3205,13,Miraj,Bike,1280,10.48
3206,13,Ichalkaranji,Bus,482,9.51
3207,13,Ichalkaranji,Train,382,7.9
3208,13,Ichalkaranji,Flight,6884,2.29
3209,13,Ichalkaranji,Own_Car,2576,6.98
3210,13,Ichalkaranji,Bike,1367,7.79
3211,13,Hingoli,Bus,924,5.47
3212,13,Hingoli,Train,548,3.6
3213,13,Hingoli,Flight,6820,1.88
3214,13,Hingoli,Own_Car,1767,5.24
3215,13,Hingoli,Bike,1112,10.11
3216,13,Washim,Bus,886,5.61
3217,13,Washim,Train,592,9.5
3218,13,Washim,Flight,3858,3.45
3219,13,Washim,Own_Car,3594,7.11
3220,13,Washim,Bike,1450,7.05
3221,13,Malegaon,Bus,1540,6.04
3222,13,Malegaon,Train,1858,4.1
3223,13,Malegaon,Flight,2891,1.21
3224,13,Malegaon,Own_Car,2127,3.96
3225,13,Malegaon,Bike,1884,11.4
3226,13,Bhusawal,Bus,861,5.23
3227,13,Bhusawal,Train,1026,5.16
3228,13,Bhusawal,Flight,2792,1.71
3229,13,Bhusawal,Own_Car,3892,8.08
3230,13,Bhusawal,Bike,1653,11.01
3231,13,Chalisgaon,Bus,485,4.1
3232,13,Chalisgaon,Train,1368,7.33
3233,13,Chalisgaon,Flight,3271,2.9
3234,13,Chalisgaon,Own_Car,3450,8.44
3235,13,Chalisgaon,Bike,1665,8.17
3236,13,Pandharpur,Bus,1467,6.9
3237,13,Pandharpur,Train,1838,6.54
3238,13,Pandharpur,Flight,4728,2.35
3239,13,Pandharpur,Own_Car,1503,9.61
3240,13,Pandharpur,Bike,903,9.78
3241,13,Udgir,Bus,1499,9.04
3242,13,Udgir,Train,1303,4.72
3243,13,Udgir,Flight,3992,2.05
3244,13,Udgir,Own_Car,2393,8.39
3245,13,Udgir,Bike,1355,8.74
3246,13,Sangamner,Bus,986,5.24
3247,13,Sangamner,Train,1745,8.65
3248,13,Sangamner,Flight,3224,2.45
3249,13,Sangamner,Own_Car,3867,4.96
3250,13,Sangamner,Bike,1095,10.89
3251,14,Mumbai,Bus,1257,5.57
3252,14,Mumbai,Train,705,9.4
3253,14,Mumbai,Flight,5636,1.97
3254,14,Mumbai,Own_Car,3437,6.46
3255,14,Mumbai,Bike,748,5.41
3256,14,Pune,Bus,938,9.07
3257,14,Pune,Train,648,6.63
3258,14,Pune,Flight,5342,3.0
3259,14,Pune,Own_Car,2040,7.6
3260,14,Pune,Bike,1908,10.2
3261,14,Nagpur,Bus,1585,6.28
3262,14,Nagpur,Train,1546,4.08
3263,14,Nagpur,Flight,4946,1.94
3264,14,Nagpur,Own_Car,4644,5.79
3265,14,Nagpur,Bike,1250,6.86
3266,14,Nashik,Bus,449,9.31
3267,14,Nashik,Train,955,3.93
3268,14,Nashik,Flight,4890,1.32
3269,14,Nashik,Own_Car,2417,9.36
3270,14,Nashik,Bike,1796,10.29
3271,14,Aurangabad,Bus,562,7.55
3272,14,Aurangabad,Train,1156,9.05
3273,14,Aurangabad,Flight,4566,1.21
3274,14,Aurangabad,Own_Car,3346,4.33
3275,14,Aurangabad,Bike,621,10.48
3276,14,Thane,Bus,497,4.72
3277,14,Thane,Train,1773,8.91
3278,14,Thane,Flight,6503,2.53
3279,14,Thane,Own_Car,4577,4.23
3280,14,Thane,Bike,1652,7.95
3281,14,Navi Mumbai,Bus,698,6.21
3282,14,Navi Mumbai,Train,1454,4.65
3283,14,Navi Mumbai,Flight,3496,1.58
3284,14,Navi Mumbai,Own_Car,3592,7.42
3285,14,Navi Mumbai,Bike,1971,7.96
3286,14,Kalyan,Bus,860,8.69
3287,14,Kalyan,Train,1163,9.21
3288,14,Kalyan,Flight,4382,3.34
3289,14,Kalyan,Own_Car,1580,4.72
3290,14,Kalyan,Bike,1798,10.24
3291,14,Dombivli,Bus,616,6.21
3292,14,Dombivli,Train,1072,9.91
3293,14,Dombivli,Flight,2747,3.1
3294,14,Dombivli,Own_Car,2322,5.19
3295,14,Dombivli,Bike,1125,6.52
3296,14,Amravati,Bus,1050,8.83
3297,14,Amravati,Train,1289,9.52
3298,14,Amravati,Flight,3745,1.12
3299,14,Amravati,Own_Car,3855,9.74
3300,14,Amravati,Bike,1752,8.56
3301,14,Kolhapur,Bus,1230,4.83
3302,14,Kolhapur,Train,1561,9.03
3303,14,Kolhapur,Flight,4976,1.11
3304,14,Kolhapur,Own_Car,4504,7.31
3305,14,Kolhapur,Bike,1474,7.63
3306,14,Solapur,Bus,1194,8.73
3307,14,Solapur,Train,778,5.16
3308,14,Solapur,Flight,6353,1.93
3309,14,Solapur,Own_Car,3383,8.82
3310,14,Solapur,Bike,1967,8.54
3311,14,Sangli,Bus,1211,6.17
3312,14,Sangli,Train,1505,6.47
3313,14,Sangli,Flight,4123,1.85
3314,14,Sangli,Own_Car,3915,6.58
3315,14,Sangli,Bike,1140,5.4
3316,14,Satara,Bus,826,7.05
3317,14,Satara,Train,1283,6.89
3318,14,Satara,Flight,3055,1.47
3319,14,Satara,Own_Car,4796,5.49
3320,14,Satara,Bike,1460,9.22
3321,14,Ratnagiri,Bus,522,6.71
3322,14,Ratnagiri,Train,1689,7.71
3323,14,Ratnagiri,Flight,5311,2.42
3324,14,Ratnagiri,Own_Car,2007,7.78
3325,14,Ratnagiri,Bike,1333,6.05
3326,14,Sindhudurg,Bus,1361,7.9
3327,14,Sindhudurg,Train,359,10.21
3328,14,Sindhudurg,Flight,2721,2.18
3329,14,Sindhudurg,Own_Car,3956,3.89
3330,14,Sindhudurg,Bike,1184,5.75
3331,14,Latur,Bus,1161,5.92
3332,14,Latur,Train,1916,10.37
3333,14,Latur,Flight,5548,2.73
3334,14,Latur,Own_Car,2861,5.26
3335,14,Latur,Bike,640,8.74
3336,14,Osmanabad,Bus,927,4.26
3337,14,Osmanabad,Train,1390,10.39
3338,14,Osmanabad,Flight,3562,2.35
3339,14,Osmanabad,Own_Car,4095,3.51
3340,14,Osmanabad,Bike,1410,7.28
3341,14,Beed,Bus,1034,9.73
3342,14,Beed,Train,1061,8.75
3343,14,Beed,Flight,2538,2.13
3344,14,Beed,Own_Car,3301,5.06
3345,14,Beed,Bike,1575,7.71
3346,14,Jalgaon,Bus,1438,4.34
3347,14,Jalgaon,Train,998,5.26
3348,14,Jalgaon,Flight,4265,2.7
3349,14,Jalgaon,Own_Car,2370,7.94
3350,14,Jalgaon,Bike,500,9.7
3351,14,Dhule,Bus,612,6.39
3352,14,Dhule,Train,1985,6.28
3353,14,Dhule,Flight,3012,1.62
3354,14,Dhule,Own_Car,2350,6.91
3355,14,Dhule,Bike,809,10.39
3356,14,Nanded,Bus,526,5.23
3357,14,Nanded,Train,1137,8.2
3358,14,Nanded,Flight,3316,3.0
3359,14,Nanded,Own_Car,3310,6.69
3360,14,Nanded,Bike,1343,7.68
3361,14,Parbhani,Bus,1317,7.42
3362,14,Parbhani,Train,1366,6.75
3363,14,Parbhani,Flight,4299,3.49
3364,14,Parbhani,Own_Car,4096,9.82
3365,14,Parbhani,Bike,1252,6.85
3366,14,Akola,Bus,859,4.3
3367,14,Akola,Train,1957,4.29
3368,14,Akola,Flight,6643,2.0
3369,14,Akola,Own_Car,4714,7.08
3370,14,Akola,Bike,1977,11.13
3371,14,Buldhana,Bus,1487,8.36
3372,14,Buldhana,Train,946,3.83
3373,14,Buldhana,Flight,3926,2.54
3374,14,Buldhana,Own_Car,4588,3.59
3375,14,Buldhana,Bike,1664,8.75
3376,14,Yavatmal,Bus,800,4.53
3377,14,Yavatmal,Train,1926,3.83
3378,14,Yavatmal,Flight,3430,2.15
3379,14,Yavatmal,Own_Car,4226,6.73
3380,14,Yavatmal,Bike,991,6.83
3381,14,Wardha,Bus,1234,8.14
3382,14,Wardha,Train,1309,6.85
3383,14,Wardha,Flight,6294,1.18
3384,14,Wardha,Own_Car,2530,4.54
3385,14,Wardha,Bike,581,10.65
3386,14,Chandrapur,Bus,883,7.2
3387,14,Chandrapur,Train,553,9.3
3388,14,Chandrapur,Flight,4421,1.71
3389,14,Chandrapur,Own_Car,2182,4.49
3390,14,Chandrapur,Bike,593,8.57
3391,14,Gondia,Bus,813,4.97
3392,14,Gondia,Train,1000,9.34
3393,14,Gondia,Flight,5896,1.98
3394,14,Gondia,Own_Car,3601,8.81
3395,14,Gondia,Bike,1756,7.37
3396,14,Bhandara,Bus,1306,9.12
3397,14,Bhandara,Train,1973,4.72
3398,14,Bhandara,Flight,3210,2.34
3399,14,Bhandara,Own_Car,1718,9.2
3400,14,Bhandara,Bike,1729,6.33
3401,14,Raigad,Bus,1527,6.03
3402,14,Raigad,Train,1621,6.59
3403,14,Raigad,Flight,6380,3.2
3404,14,Raigad,Own_Car,2481,9.49
3405,14,Raigad,Bike,1295,7.24
3406,14,Palghar,Bus,1317,7.66
3407,14,Palghar,Train,934,7.89
3408,14,Palghar,Flight,5426,3.33
3409,14,Palghar,Own_Car,4489,4.42
3410,14,Palghar,Bike,1271,11.65
3411,14,Vasai,Bus,755,7.11
3412,14,Vasai,Train,386,5.62
3413,14,Vasai,Flight,4609,1.42
3414,14,Vasai,Own_Car,1958,5.02
3415,14,Vasai,Bike,1653,9.76
3416,14,Virar,Bus,779,5.83
3417,14,Virar,Train,363,7.24
3418,14,Virar,Flight,4392,1.12
3419,14,Virar,Own_Car,3699,9.76
3420,14,Virar,Bike,765,7.78
3421,14,Panvel,Bus,1256,6.37
3422,14,Panvel,Train,1883,7.2
3423,14,Panvel,Flight,6935,2.05
3424,14,Panvel,Own_Car,2750,8.97
3425,14,Panvel,Bike,1091,6.57
3426,14,Alibaug,Bus,1499,8.83
3427,14,Alibaug,Train,1018,7.85
3428,14,Alibaug,Flight,6686,2.41
3429,14,Alibaug,Own_Car,1511,7.25
3430,14,Alibaug,Bike,590,6.93
3431,14,Shrirampur,Bus,884,9.98
3432,14,Shrirampur,Train,707,5.47
3433,14,Shrirampur,Flight,2649,3.39
3434,14,Shrirampur,Own_Car,4463,3.94
3435,14,Shrirampur,Bike,1651,9.05
3436,14,Ahmednagar,Bus,1343,5.2
3437,14,Ahmednagar,Train,800,7.42
3438,14,Ahmednagar,Flight,4439,2.74
3439,14,Ahmednagar,Own_Car,2598,5.04
3440,14,Ahmednagar,Bike,1694,8.42
3441,14,Baramati,Bus,1049,8.44
3442,14,Baramati,Train,1501,4.48
3443,14,Baramati,Flight,4276,2.95
3444,14,Baramati,Own_Car,4837,7.96
3445,14,Baramati,Bike,1650,5.67
3446,14,Karad,Bus,893,6.52
3447,14,Karad,Train,892,4.42
3448,14,Karad,Flight,4421,2.56
3449,14,Karad,Own_Car,2014,5.28
3450,14,Karad,Bike,779,7.64
3451,14,Miraj,Bus,1544,8.87
3452,14,Miraj,Train,804,7.25
3453,14,Miraj,Flight,5551,2.23
3454,14,Miraj,Own_Car,4354,7.15
3455,14,Miraj,Bike,1882,10.29
3456,14,Ichalkaranji,Bus,519,4.01
3457,14,Ichalkaranji,Train,1886,7.22
3458,14,Ichalkaranji,Flight,5786,3.21
3459,14,Ichalkaranji,Own_Car,3241,8.61
3460,14,Ichalkaranji,Bike,662,6.84
3461,14,Hingoli,Bus,948,8.31
3462,14,Hingoli,Train,1231,9.22
3463,14,Hingoli,Flight,4301,2.07
3464,14,Hingoli,Own_Car,4595,3.84
3465,14,Hingoli,Bike,1255,8.21
3466,14,Washim,Bus,816,4.33
3467,14,Washim,Train,977,7.54
3468,14,Washim,Flight,5031,3.36
3469,14,Washim,Own_Car,2118,5.55
3470,14,Washim,Bike,535,7.15
3471,14,Malegaon,Bus,1105,8.16
3472,14,Malegaon,Train,899,6.63
3473,14,Malegaon,Flight,4509,1.57
3474,14,Malegaon,Own_Car,4198,4.57
3475,14,Malegaon,Bike,1571,11.25
3476,14,Bhusawal,Bus,450,5.39
3477,14,Bhusawal,Train,1515,7.96
3478,14,Bhusawal,Flight,4317,2.33
3479,14,Bhusawal,Own_Car,3795,5.84
3480,14,Bhusawal,Bike,1464,7.76
3481,14,Chalisgaon,Bus,961,9.76
3482,14,Chalisgaon,Train,851,5.77
3483,14,Chalisgaon,Flight,3882,3.14
3484,14,Chalisgaon,Own_Car,1752,8.87
3485,14,Chalisgaon,Bike,1037,9.78
3486,14,Pandharpur,Bus,1416,9.36
3487,14,Pandharpur,Train,1793,8.63
3488,14,Pandharpur,Flight,4714,2.62
3489,14,Pandharpur,Own_Car,1649,9.21
3490,14,Pandharpur,Bike,1233,5.32
3491,14,Udgir,Bus,1547,5.16
3492,14,Udgir,Train,1713,8.24
3493,14,Udgir,Flight,6256,2.81
3494,14,Udgir,Own_Car,4764,7.53
3495,14,Udgir,Bike,805,6.5
3496,14,Sangamner,Bus,689,8.51
3497,14,Sangamner,Train,442,5.81
3498,14,Sangamner,Flight,4572,1.02
3499,14,Sangamner,Own_Car,3488,4.72
3500,14,Sangamner,Bike,503,10.12
3501,15,Mumbai,Bus,1280,4.73
3502,15,Mumbai,Train,1020,6.05
3503,15,Mumbai,Flight,2853,1.17
3504,15,Mumbai,Own_Car,3087,5.38
3505,15,Mumbai,Bike,762,11.71
3506,15,Pune,Bus,679,4.75
3507,15,Pune,Train,1754,5.01
3508,15,Pune,Flight,3950,3.32
3509,15,Pune,Own_Car,4331,8.8
3510,15,Pune,Bike,1340,8.09
3511,15,Nagpur,Bus,472,4.95
3512,15,Nagpur,Train,513,7.7
3513,15,Nagpur,Flight,3105,1.03
3514,15,Nagpur,Own_Car,4848,9.6
3515,15,Nagpur,Bike,1902,5.75
3516,15,Nashik,Bus,655,4.65
3517,15,Nashik,Train,1967,10.03
3518,15,Nashik,Flight,4555,2.41
3519,15,Nashik,Own_Car,2746,5.12
3520,15,Nashik,Bike,1085,5.2
3521,15,Aurangabad,Bus,939,6.61
3522,15,Aurangabad,Train,1946,9.45
3523,15,Aurangabad,Flight,6692,3.4
3524,15,Aurangabad,Own_Car,2222,6.32
3525,15,Aurangabad,Bike,1098,7.38
3526,15,Thane,Bus,574,7.78
3527,15,Thane,Train,989,6.83
3528,15,Thane,Flight,5471,2.73
3529,15,Thane,Own_Car,4117,8.91
3530,15,Thane,Bike,501,8.93
3531,15,Navi Mumbai,Bus,1395,9.29
3532,15,Navi Mumbai,Train,637,9.72
3533,15,Navi Mumbai,Flight,2572,2.16
3534,15,Navi Mumbai,Own_Car,4417,8.98
3535,15,Navi Mumbai,Bike,516,7.13
3536,15,Kalyan,Bus,966,8.79
3537,15,Kalyan,Train,1943,6.69
3538,15,Kalyan,Flight,6560,1.37
3539,15,Kalyan,Own_Car,1694,5.75
3540,15,Kalyan,Bike,1504,5.92
3541,15,Dombivli,Bus,533,7.82
3542,15,Dombivli,Train,605,10.09
3543,15,Dombivli,Flight,2510,2.47
3544,15,Dombivli,Own_Car,4083,4.38
3545,15,Dombivli,Bike,1134,6.03
3546,15,Amravati,Bus,885,6.99
3547,15,Amravati,Train,843,6.28
3548,15,Amravati,Flight,4470,2.1
3549,15,Amravati,Own_Car,4391,7.8
3550,15,Amravati,Bike,1296,6.92
3551,15,Kolhapur,Bus,950,5.32
3552,15,Kolhapur,Train,1613,7.65
3553,15,Kolhapur,Flight,6555,1.42
3554,15,Kolhapur,Own_Car,2603,9.94
3555,15,Kolhapur,Bike,1136,7.63
3556,15,Solapur,Bus,1397,8.95
3557,15,Solapur,Train,701,8.78
3558,15,Solapur,Flight,3994,2.83
3559,15,Solapur,Own_Car,3729,6.2
3560,15,Solapur,Bike,1429,11.44
3561,15,Sangli,Bus,510,9.32
3562,15,Sangli,Train,1084,4.18
3563,15,Sangli,Flight,4933,1.76
3564,15,Sangli,Own_Car,3955,9.9
3565,15,Sangli,Bike,510,5.4
3566,15,Satara,Bus,522,8.4
3567,15,Satara,Train,469,6.42
3568,15,Satara,Flight,5103,1.88
3569,15,Satara,Own_Car,2050,6.51
3570,15,Satara,Bike,1063,9.11
3571,15,Ratnagiri,Bus,1540,6.92
3572,15,Ratnagiri,Train,843,6.03
3573,15,Ratnagiri,Flight,5329,3.05
3574,15,Ratnagiri,Own_Car,2410,4.01
3575,15,Ratnagiri,Bike,1896,11.4
3576,15,Sindhudurg,Bus,1160,4.66
3577,15,Sindhudurg,Train,1557,7.51
3578,15,Sindhudurg,Flight,2659,2.38
3579,15,Sindhudurg,Own_Car,3579,5.6
3580,15,Sindhudurg,Bike,1326,10.04
3581,15,Latur,Bus,404,8.39
3582,15,Latur,Train,1399,8.15
3583,15,Latur,Flight,5971,2.64
3584,15,Latur,Own_Car,2305,9.26
3585,15,Latur,Bike,1533,9.34
3586,15,Osmanabad,Bus,535,8.54
3587,15,Osmanabad,Train,813,10.2
3588,15,Osmanabad,Flight,5059,2.57
3589,15,Osmanabad,Own_Car,4039,5.24
3590,15,Osmanabad,Bike,1269,9.12
3591,15,Beed,Bus,1569,9.68
3592,15,Beed,Train,350,5.02
3593,15,Beed,Flight,6050,2.07
3594,15,Beed,Own_Car,2476,7.77
3595,15,Beed,Bike,1931,5.48
3596,15,Jalgaon,Bus,916,4.57
3597,15,Jalgaon,Train,795,3.64
3598,15,Jalgaon,Flight,4046,1.29
3599,15,Jalgaon,Own_Car,2963,4.35
3600,15,Jalgaon,Bike,576,11.08
3601,15,Dhule,Bus,604,9.17
3602,15,Dhule,Train,1661,6.38
3603,15,Dhule,Flight,4420,2.68
3604,15,Dhule,Own_Car,2809,6.05
3605,15,Dhule,Bike,500,6.57
3606,15,Nanded,Bus,483,5.36
3607,15,Nanded,Train,304,7.9
3608,15,Nanded,Flight,2510,2.62
3609,15,Nanded,Own_Car,4673,3.88
3610,15,Nanded,Bike,1888,7.07
3611,15,Parbhani,Bus,410,9.85
3612,15,Parbhani,Train,1255,8.08
3613,15,Parbhani,Flight,5668,3.14
3614,15,Parbhani,Own_Car,2413,9.25
3615,15,Parbhani,Bike,1407,7.75
3616,15,Akola,Bus,693,4.91
3617,15,Akola,Train,1199,3.57
3618,15,Akola,Flight,6867,1.83
3619,15,Akola,Own_Car,2352,6.64
3620,15,Akola,Bike,1190,10.05
3621,15,Buldhana,Bus,833,5.9
3622,15,Buldhana,Train,761,5.27
3623,15,Buldhana,Flight,5358,1.57
3624,15,Buldhana,Own_Car,2916,7.38
3625,15,Buldhana,Bike,617,10.07
3626,15,Yavatmal,Bus,634,7.88
3627,15,Yavatmal,Train,1959,3.83
3628,15,Yavatmal,Flight,6297,2.12
3629,15,Yavatmal,Own_Car,3686,7.46
3630,15,Yavatmal,Bike,1687,7.69
3631,15,Wardha,Bus,1270,5.11
3632,15,Wardha,Train,1852,7.22
3633,15,Wardha,Flight,2825,3.46
3634,15,Wardha,Own_Car,2935,4.94
3635,15,Wardha,Bike,533,7.52
3636,15,Chandrapur,Bus,831,6.55
3637,15,Chandrapur,Train,363,4.1
3638,15,Chandrapur,Flight,6579,1.39
3639,15,Chandrapur,Own_Car,4106,7.28
3640,15,Chandrapur,Bike,1674,5.45
3641,15,Gondia,Bus,656,5.66
3642,15,Gondia,Train,390,4.21
3643,15,Gondia,Flight,4791,1.43
3644,15,Gondia,Own_Car,3067,7.88
3645,15,Gondia,Bike,1094,7.36
3646,15,Bhandara,Bus,1102,8.63
3647,15,Bhandara,Train,1958,9.1
3648,15,Bhandara,Flight,3216,3.32
3649,15,Bhandara,Own_Car,4795,6.97
3650,15,Bhandara,Bike,522,11.01
3651,15,Raigad,Bus,810,9.66
3652,15,Raigad,Train,1752,6.25
3653,15,Raigad,Flight,6397,2.41
3654,15,Raigad,Own_Car,3935,8.25
3655,15,Raigad,Bike,1732,8.54
3656,15,Palghar,Bus,410,9.78
3657,15,Palghar,Train,1717,8.45
3658,15,Palghar,Flight,5082,3.15
3659,15,Palghar,Own_Car,3729,5.56
3660,15,Palghar,Bike,1704,5.82
3661,15,Vasai,Bus,1352,7.09
3662,15,Vasai,Train,1093,8.55
3663,15,Vasai,Flight,2502,2.8
3664,15,Vasai,Own_Car,4921,5.7
3665,15,Vasai,Bike,1195,9.48
3666,15,Virar,Bus,1358,4.8
3667,15,Virar,Train,367,7.35
3668,15,Virar,Flight,3215,1.12
3669,15,Virar,Own_Car,2820,9.99
3670,15,Virar,Bike,825,7.18
3671,15,Panvel,Bus,408,8.2
3672,15,Panvel,Train,748,10.5
3673,15,Panvel,Flight,6489,2.73
3674,15,Panvel,Own_Car,3906,4.35
3675,15,Panvel,Bike,675,11.0
3676,15,Alibaug,Bus,1494,4.66
3677,15,Alibaug,Train,876,10.49
3678,15,Alibaug,Flight,2952,2.46
3679,15,Alibaug,Own_Car,4279,3.95
3680,15,Alibaug,Bike,1992,11.36
3681,15,Shrirampur,Bus,1305,7.55
3682,15,Shrirampur,Train,365,4.12
3683,15,Shrirampur,Flight,4725,1.34
3684,15,Shrirampur,Own_Car,1813,7.97
3685,15,Shrirampur,Bike,1162,8.23
3686,15,Ahmednagar,Bus,707,6.59
3687,15,Ahmednagar,Train,455,9.33
3688,15,Ahmednagar,Flight,4597,2.6
3689,15,Ahmednagar,Own_Car,2106,8.66
3690,15,Ahmednagar,Bike,801,6.73
3691,15,Baramati,Bus,861,9.56
3692,15,Baramati,Train,347,4.6
3693,15,Baramati,Flight,5898,2.07
3694,15,Baramati,Own_Car,4424,5.27
3695,15,Baramati,Bike,1224,9.2
3696,15,Karad,Bus,423,9.99
3697,15,Karad,Train,494,3.56
3698,15,Karad,Flight,5318,2.13
3699,15,Karad,Own_Car,3393,5.58
3700,15,Karad,Bike,819,8.89
3701,15,Miraj,Bus,1223,7.05
3702,15,Miraj,Train,1745,6.29
3703,15,Miraj,Flight,3809,2.46
3704,15,Miraj,Own_Car,2244,9.73
3705,15,Miraj,Bike,886,11.81
3706,15,Ichalkaranji,Bus,1202,8.55
3707,15,Ichalkaranji,Train,534,4.72
3708,15,Ichalkaranji,Flight,5292,1.76
3709,15,Ichalkaranji,Own_Car,2980,8.37
3710,15,Ichalkaranji,Bike,1493,8.76
3711,15,Hingoli,Bus,1459,5.38
3712,15,Hingoli,Train,1515,9.04
3713,15,Hingoli,Flight,5873,1.92
3714,15,Hingoli,Own_Car,4489,9.2
3715,15,Hingoli,Bike,884,5.36
3716,15,Washim,Bus,1368,8.17
3717,15,Washim,Train,851,7.42
3718,15,Washim,Flight,3774,2.46
3719,15,Washim,Own_Car,3753,6.93
3720,15,Washim,Bike,1980,9.57
3721,15,Malegaon,Bus,870,7.37
3722,15,Malegaon,Train,1904,5.93
3723,15,Malegaon,Flight,3071,2.78
3724,15,Malegaon,Own_Car,2768,4.04
3725,15,Malegaon,Bike,678,8.22
3726,15,Bhusawal,Bus,1229,5.86
3727,15,Bhusawal,Train,1194,7.01
3728,15,Bhusawal,Flight,4218,3.34
3729,15,Bhusawal,Own_Car,4528,5.35
3730,15,Bhusawal,Bike,766,9.98
3731,15,Chalisgaon,Bus,639,4.62
3732,15,Chalisgaon,Train,1117,7.82
3733,15,Chalisgaon,Flight,5245,3.2
3734,15,Chalisgaon,Own_Car,2528,8.29
3735,15,Chalisgaon,Bike,1015,7.0
3736,15,Pandharpur,Bus,1504,4.18
3737,15,Pandharpur,Train,1740,7.23
3738,15,Pandharpur,Flight,4604,2.54
3739,15,Pandharpur,Own_Car,4048,6.41
3740,15,Pandharpur,Bike,1070,9.69
3741,15,Udgir,Bus,1586,4.95
3742,15,Udgir,Train,887,9.2
3743,15,Udgir,Flight,5573,1.04
3744,15,Udgir,Own_Car,4526,8.16
3745,15,Udgir,Bike,1863,7.4
3746,15,Sangamner,Bus,1258,8.34
3747,15,Sangamner,Train,1878,8.92
3748,15,Sangamner,Flight,4404,2.14
3749,15,Sangamner,Own_Car,3167,5.76
3750,15,Sangamner,Bike,554,9.16
3751,16,Mumbai,Bus,1229,9.64
3752,16,Mumbai,Train,877,9.76
3753,16,Mumbai,Flight,5081,1.41
3754,16,Mumbai,Own_Car,2306,5.64
3755,16,Mumbai,Bike,888,6.78
3756,16,Pune,Bus,1088,9.09
3757,16,Pune,Train,1747,6.56
3758,16,Pune,Flight,3090,3.47
3759,16,Pune,Own_Car,4090,8.34
3760,16,Pune,Bike,1172,11.13
3761,16,Nagpur,Bus,820,6.75
3762,16,Nagpur,Train,1434,5.75
3763,16,Nagpur,Flight,5861,1.59
3764,16,Nagpur,Own_Car,2300,5.41
3765,16,Nagpur,Bike,1817,8.87
3766,16,Nashik,Bus,1553,7.33
3767,16,Nashik,Train,347,4.1
3768,16,Nashik,Flight,5033,2.59
3769,16,Nashik,Own_Car,2271,7.18
3770,16,Nashik,Bike,1177,5.07
3771,16,Aurangabad,Bus,610,8.18
3772,16,Aurangabad,Train,1049,6.8
3773,16,Aurangabad,Flight,3046,2.35
3774,16,Aurangabad,Own_Car,4433,8.87
3775,16,Aurangabad,Bike,1690,9.81
3776,16,Thane,Bus,1194,5.82
